"chrom","window","MDS1","MDS2","MDS3","MDS4","MDS5","MDS6","MDS7","MDS8","MDS9","MDS10"
"chr1.filtered",1,0.106039412140135,-0.0256239314344555,0.0276468218771777,-0.0309234554026167,0.00474372923265121,0.00325382326068675,0.0575007389295058,-0.00969593419905732,0.0100380420070018,-0.0347185763966833
"chr1.filtered",2,0.06521785477816,0.0753756575386316,-0.0687159794592895,0.0100776607761039,0.000942756228669862,-0.0751174855807044,-0.0213398127116165,-0.000101147951614634,-0.0166368095249502,0.028832991348566
"chr1.filtered",3,-0.004399464291748,-0.0420844487932125,-0.0176450413874068,0.0537875058857817,0.0244694274775749,0.00614079486680404,0.0801188836859438,0.0279122824431689,0.0395231158238486,0.0268365089784028
"chr1.filtered",4,-0.00318440367661129,0.0476931463431824,0.0466556563963252,-0.000649346226911825,-0.0108360047081401,0.0323578628914351,-0.0458477002666354,-0.0385981081206677,-0.0302971376276187,0.0388174044521952
"chr1.filtered",5,0.037562557252513,-0.0208868295179197,0.00665045835986917,-0.0783641391420366,-0.0292430187910323,0.102383787037231,0.0267751209425867,0.0340955373279752,-0.00221610732540458,0.00607924859157816
"chr1.filtered",6,-0.0594637921340835,0.0708859875908511,0.0166230386670376,-0.00519858055155133,0.053473543238238,0.0037411186778616,-0.00740910759306167,0.0410174250367541,0.0462784727441235,-0.0344293693797283
"chr1.filtered",7,-0.0183053822281976,0.125511986001501,0.0271868918647564,0.0284854586086221,0.105094398503398,0.0275423399639348,-0.00294124673012751,0.0496402509851537,-0.0394463967393622,-0.0263518427163382
"chr1.filtered",8,0.0980611459027024,0.0898246449009264,0.0514938185894112,-0.015281692545554,-0.0150934635821021,-0.010725447593554,0.0383953928358518,0.013987893953553,0.0166521705094567,0.00586944750113463
"chr1.filtered",9,-0.0430187784148828,-0.0691339048011382,-0.0140831585325978,0.0441058104390843,0.0689107651311306,0.027461050321423,0.0165050970831052,0.0662343435130522,0.000349571019804531,0.0263589077616266
"chr1.filtered",10,0.0538087738618379,-0.0191885285214758,0.00324556310086768,-0.0177595645527627,-0.0401792230871105,-0.044524521069366,0.00663336863812119,-0.00243687318250377,0.0209528012476165,0.00437849384404925
"chr1.filtered",11,-0.107933235761886,-0.0109476140921253,0.0388310864821242,0.0148612826882197,0.00870122111586829,-0.0439607713810775,0.02275312406717,-0.07336272870794,-0.0195385705310819,-0.0715799683762218
"chr1.filtered",12,-0.0114377128051263,0.0605836727191039,-0.039030650463557,-0.0177652910416202,0.0188922407110808,-0.0229109795728951,-0.0228063793664107,-0.0125819445376794,0.0251576516620676,-0.0133519950195717
"chr1.filtered",13,0.0391079361981341,0.0728453639545769,0.00883428793021636,-0.00457456724358381,-0.0418124126071454,-0.0623133152049641,0.0144580044778605,0.0135688690860748,-0.0141663845956389,-0.00530434651648093
"chr1.filtered",14,0.0727715030719605,0.0666917165150281,0.0306450004797515,0.00646961706174924,-0.0343042190237874,0.0036008076671237,0.036471081381019,0.00906467363665678,-0.0187465870474313,-0.0116861504312182
"chr1.filtered",15,0.0192915851515999,-0.00104729158310201,-0.0134647677848562,0.0236366665473255,-0.0270203861834779,-0.0274693683690834,0.00426688166577908,0.0233194946704451,0.00951588662417115,0.035648345126961
"chr1.filtered",16,-0.00773436075653501,0.0264677932904021,0.0169990404771426,-0.0849974383984738,-0.00838143642772823,-0.040756801722721,-0.028132433184492,0.0159202544571745,0.0385372720317178,-0.0193030312499056
"chr1.filtered",17,-0.0454173469988564,0.0622130089733767,0.000444679161081939,0.00393846671976517,-0.0269843334003075,-0.0374575137188145,-0.058014533461521,-0.00773538402212266,0.0329830062632163,0.00877310186906313
"chr1.filtered",18,0.0785915179041593,0.000775080480466726,0.0159874697849331,-0.024254255019886,0.0877029830672458,0.00593531559273708,-0.00186687657771886,-0.0732308733658135,0.00744972542881639,0.0560533531787326
"chr1.filtered",19,0.0361093027056911,-0.00286305235363579,0.011143856064424,-0.0606199121355713,-0.0282307134123983,-0.00195067410430171,-0.0532523126231743,0.00634199929988454,0.014819489696175,-0.0266544830615369
"chr1.filtered",20,-0.0105815826097926,0.145169756161309,-0.0243898769651718,-0.0700567872403649,0.0990160376551776,-0.0517018053591232,0.0425322676474849,-0.00602119556468638,0.0174631895352144,0.00447625036870668
"chr1.filtered",21,0.0857164277740816,0.00532078604470752,-0.0105431892784604,-0.0435130160116811,-0.0454540249937702,-0.00374473225236262,-0.0146845329784549,-0.00444009595662866,-0.00919587219715057,0.0258117239853544
"chr1.filtered",22,0.0572546213514705,0.0353769971214163,-0.0630173877658585,0.0249611556734747,-0.0199041612941999,0.0283531402396704,-0.0734630926675415,0.0263693439728241,0.0133118645946091,-0.00774111009262613
"chr1.filtered",23,-0.0688891823189553,-0.00638203441783881,-0.0422317692942035,0.0271106540394077,0.0316119737427252,0.00342652891331625,-0.054844427349314,0.0368712890073632,0.0395622272573303,-0.00544394368358623
"chr1.filtered",24,0.0114596154278772,-0.0524642974332148,0.0178733148654388,0.017770638048103,-0.0239754423848992,-0.0248573360290683,-0.0147825151936719,-0.0173777418223101,-0.0741603234677179,-0.0390009925351342
"chr1.filtered",25,0.0783654038927575,0.0222434515756238,-0.029757950142423,-0.0249161611432787,0.0172358111254987,0.0541661559326077,-0.0105658371948503,-0.0491014858118533,0.0298066092973688,-0.0311811320762968
"chr1.filtered",26,0.066358972060522,-0.0193276865761839,-0.0158832580768579,-0.0269474964713195,0.0120856140934855,0.0560809835740915,0.025630317501766,-0.0182231587048567,0.0280949859797087,-0.0739179143165632
"chr1.filtered",27,0.0208990177695049,0.0921891568189999,-0.117387767050262,0.0336832779243859,0.020060782099442,-0.047621255823009,0.0228907863885572,0.0794431931758181,-0.0201193012886525,-0.00632242033771754
"chr1.filtered",28,-0.137115297033866,0.0421467028140633,-0.0520063700859789,-0.0218875408293973,-0.0441149192773866,0.0956935260244769,-0.0478403444075513,-0.0336531618486865,0.0514568923042213,-0.0826921968168049
"chr1.filtered",29,0.0156172902321442,0.116549728868732,0.0290826684207772,0.00880451859999722,-0.017395853006858,-0.0679198486446375,0.0453380576022983,-0.00413428590130341,0.0116057861391395,-0.00892509418706343
